,X,Y,log
1695,43,18,"[0.595      0.595      0.595      0.55611111 0.27611111 0.15166667
 0.13611111 0.12758863 0.13611111 0.15166667 0.16333333 0.15166667
 0.13611111 0.12055556 0.12055556 0.15555556 0.16722222 0.10796839
 0.1016732  0.1016732  0.0968947  0.09186446 0.10605798 0.15944444
 0.16722222 0.16722222 0.14777778 0.15944444 0.16722222 0.16722222
 0.15166667 0.12444444]"
1696,43,19,"[0.595      0.595      0.595      0.595      0.595      0.55611111
 0.41611111 0.27611111 0.21388889 0.15166667 0.13611111 0.12758863
 0.13611111 0.14388889 0.15166667 0.1575     0.16333333 0.15769541
 0.15205749 0.14440774 0.13675798 0.1211285  0.12086622 0.13821089
 0.15555556 0.16138889 0.16722222 0.16722222 0.15555556 0.14388889
 0.13222222 0.12055556 0.12055556 0.12055556 0.12444445 0.12833333
 0.14       0.15166667 0.15166667 0.15166667 0.14388889 0.13611111
 0.12833333 0.12055556 0.12055556 0.14       0.15944444 0.16333333
 0.16722222 0.16722222 0.16722222 0.13611111 0.12444445 0.11277778
 0.11277778 0.13611111 0.14194445 0.14777778 0.15361111 0.15944444
 0.16722222 0.16722222 0.16722222 0.15944444 0.15166667 0.13805555
 0.12444444]"
1697,43,20,"[0.595      0.27611111 0.12758863 0.13611111 0.12055556 0.14388889
 0.12055556 0.16722222 0.14777778 0.15944444 0.12444444]"
1698,43,21,"[0.595      0.595      0.15166667 0.13611111 0.12758863 0.15166667
 0.16333333 0.15166667 0.13611111 0.12055556 0.12833333 0.15166667
 0.15166667 0.15166667 0.13611111 0.12055556 0.13611111 0.16722222
 0.15166667 0.12444444]"
1699,43,22,"[0.54918988 0.54918988 0.54918988 0.54918988 0.5312425  0.51329512
 0.38407397 0.25485282 0.13998958 0.13281063 0.12563167 0.12169851
 0.11776535 0.12169851 0.12563167 0.13998958 0.14537379 0.150758
 0.13998958 0.12563167 0.11127377 0.11127377 0.11127377 0.12742641
 0.14357906 0.15434748 0.15434748 0.13281063 0.11127377 0.11127377
 0.11127377 0.11845272 0.13998958 0.13998958 0.13998958 0.13998958
 0.13998958 0.13281063 0.12563167 0.11127377 0.11127377 0.11127377
 0.12922115 0.14716853 0.15434748 0.15434748 0.15434748 0.13998958
 0.12563167 0.10409482 0.10409482 0.10409482 0.12563167 0.1364001
 0.14716853 0.150758   0.15434748 0.15434748 0.14716853 0.13998958
 0.11486324]"
1700,43,23,"[0.595      0.595      0.595      0.595      0.595      0.57555555
 0.55611111 0.41611111 0.27611111 0.21388889 0.15166667 0.14388889
 0.13611111 0.13265386 0.12919661 0.13441026 0.13962392 0.1482592
 0.15689448 0.16292888 0.16896327 0.16227211 0.15558094 0.14670372
 0.1378265  0.12919103 0.12055556 0.12131523 0.1220749  0.14082255
 0.1595702  0.16627821 0.17298621 0.17407627 0.17516633 0.16328907
 0.15141181 0.13884726 0.12628271 0.12549685 0.124711   0.1281782
 0.13164541 0.14261175 0.1535781  0.15262239 0.15166667 0.15262239
 0.1535781  0.14660101 0.13962392 0.13216746 0.124711   0.124711
 0.124711   0.14413522 0.16355945 0.16644457 0.16932969 0.16827596
 0.16722222 0.15166667 0.13611111 0.12444445 0.11277778 0.11277778
 0.11277778 0.12444445 0.13611111 0.14194445 0.14777778 0.15361111
 0.15944444 0.16333333 0.16722222 0.16722222 0.16722222 0.15944444
 0.15166667 0.13805555 0.12444444]"
1701,43,24,"[0.52439775 0.52439775 0.52439775 0.52439775 0.52439775 0.49012338
 0.24334797 0.188509   0.13367002 0.11996027 0.11244906 0.11620466
 0.11996027 0.13367002 0.14395232 0.13881117 0.13367002 0.11996027
 0.10625053 0.10625053 0.13709745 0.14223861 0.14737976 0.14737976
 0.14737976 0.12681514 0.10625053 0.10625053 0.10625053 0.10967796
 0.11310539 0.13367002 0.13367002 0.13367002 0.13367002 0.11996027
 0.1131054  0.10625053 0.10625053 0.12338771 0.14052488 0.14737976
 0.14737976 0.13367001 0.11996027 0.10967796 0.09939565 0.09939565
 0.09939565 0.10967796 0.11996027 0.12510142 0.13024258 0.14052488
 0.14395232 0.14737976 0.14737976 0.14052489 0.13367002 0.12167399
 0.10967796]"
1702,43,25,"[0.595      0.595      0.595      0.14520496 0.14520496 0.15166667
 0.15166667 0.13611111 0.12861011 0.13320034 0.16722222 0.12055556
 0.12055556 0.12833333 0.15166667 0.15166667 0.15166667 0.13611111
 0.12861011 0.18476175 0.17839466 0.11277778 0.15944444 0.16722222
 0.15166667 0.12444444]"
1703,43,26,"[0.67935047 0.67935047 0.67935047 0.63494848 0.31525414 0.17316777
 0.13342426 0.10767235 0.11486449 0.14867275 0.18648836 0.17316777
 0.15540697 0.13764618 0.13764618 0.17760797 0.19092856 0.19092856
 0.16428737 0.13764618 0.13764618 0.14652657 0.17316777 0.17316777
 0.17316777 0.15540697 0.11817577 0.10173713 0.13455554 0.16392123
 0.19092856 0.15540697 0.12876578 0.12876578 0.13342426 0.12471002
 0.13455554 0.16392123 0.19092856 0.17316777 0.14208637]"
1704,43,27,"[0.43962349 0.53610267 0.50979017 0.49663392 0.47032141 0.43962349
 0.45716516 0.518561   0.53610267 0.58872768 0.57118601 0.52294642
 0.49224851 0.50101934 0.55364435 0.6413527  0.67643603 0.72467563
 0.61942561 0.36945681]"
1705,43,28,"[0.31342342 0.33530907 0.37908038 0.38203613 0.39783951 0.39158647
 0.3822069  0.35167406 0.33136903 0.30928456 0.29332997 0.31537118
 0.36970081 0.3822069  0.40915362 0.41915149 0.41598745 0.41915149
 0.40612838 0.40721908 0.37282734 0.35094169 0.35719473 0.394713
 0.45724344 0.48225561 0.51664736 0.55729214 0.56979823 0.56667171
 0.50726779 0.44161083 0.26339907]"
1706,43,29,"[0.38164975 0.38831218 0.39497462 0.40163706 0.40829949 0.42162436
 0.43494923 0.44827411 0.46159898 0.46249877 0.46339856 0.46429835
 0.46519814 0.47481988 0.48444162 0.48063451 0.47682741 0.47111675
 0.46826142 0.46540609 0.45969543 0.45398477 0.44256345 0.43970812
 0.43685279 0.43399746 0.43114213 0.41972081 0.41401015 0.40829949
 0.40163706 0.39497462 0.38831218 0.38164975 0.39687817 0.45017766
 0.45398477 0.45779187 0.46159898 0.46540609 0.49015228 0.51489848
 0.54535533 0.54916244 0.54725888 0.54630711 0.54535533 0.52822335
 0.51109137 0.50347715 0.49586294 0.47492386 0.46445431 0.45398477
 0.44732233 0.4406599  0.43399747 0.42733503 0.43494924 0.44637056
 0.45779188 0.4692132  0.48063452 0.49967005 0.51870558 0.53774112
 0.55677665 0.5872335  0.59770304 0.60817259 0.61864213 0.62911168
 0.67860406 0.68621827 0.69383249 0.69192893 0.69002538 0.65385787
 0.61769036 0.57771574 0.53774112 0.32073604]"
1707,43,30,"[0.38164975 0.46519814 0.47481988 0.48444162 0.43114213 0.41972081
 0.40829949 0.39497462 0.38164975 0.39687817 0.45017766 0.45779187
 0.46540609 0.54535533 0.52822335 0.51109137 0.50347715 0.49586294
 0.45398477 0.4406599  0.42733503 0.43494924 0.45779188 0.48063452
 0.51870558 0.55677665 0.5872335  0.62911168 0.67860406 0.68621827
 0.69383249 0.69002538 0.65385787 0.61769036 0.53774112 0.32073604]"
1708,43,31,"[0.38164975 0.39497462 0.40829949 0.43494923 0.46159898 0.46339856
 0.46519814 0.47481988 0.48444162 0.48063451 0.47682741 0.46540609
 0.45398477 0.44827411 0.44256345 0.43685279 0.43114213 0.42543147
 0.41972081 0.40829949 0.39497462 0.38164975 0.39687817 0.45017766
 0.45779187 0.46540609 0.49015228 0.51489848 0.52251269 0.5301269
 0.54535533 0.54916244 0.54725888 0.54535533 0.51109137 0.50347715
 0.49586294 0.4853934  0.47492386 0.45398477 0.4406599  0.42733503
 0.43114213 0.43494924 0.45779188 0.48063452 0.55677665 0.57200507
 0.5872335  0.62911168 0.65385787 0.67860406 0.68621827 0.69383249
 0.69002538 0.61769036 0.53774112 0.42923858 0.32073604]"
1709,43,32,"[0.63978044 0.63978044 0.63978044 0.61887259 0.59796473 0.44742815
 0.29689158 0.22998644 0.16308129 0.146355   0.13719111 0.14177306
 0.146355   0.15471815 0.16308129 0.175626   0.16308129 0.146355
 0.13799186 0.12962872 0.12962872 0.14844579 0.16726287 0.17980757
 0.17980757 0.16726286 0.15471815 0.14217344 0.12962872 0.12962872
 0.13381029 0.13799186 0.16308129 0.16308129 0.16308129 0.16308129
 0.16308129 0.146355   0.12962872 0.12962872 0.17144443 0.175626
 0.17980757 0.17980757 0.16308129 0.146355   0.12126558 0.12126558
 0.12126558 0.146355   0.15262736 0.15889972 0.17144443 0.17980757
 0.17980757 0.17980757 0.16308129 0.13381028]"
1710,43,33,"[0.595      0.595      0.595      0.14520496 0.14520496 0.15166667
 0.15166667 0.13611111 0.12861011 0.13320034 0.16722222 0.12055556
 0.12055556 0.12833333 0.15166667 0.15166667 0.15166667 0.13611111
 0.12861011 0.18476175 0.17839466 0.11277778 0.15944444 0.16722222
 0.15166667 0.12444444]"
1711,43,34,"[0.595      0.55611111 0.27611111 0.15166667 0.13611111 0.13611111
 0.12055556 0.12055556 0.15555556 0.16722222 0.16722222 0.16722222
 0.15166667 0.12444444]"
1712,43,35,"[0.595      0.55611111 0.27611111 0.15166667 0.13611111 0.13611111
 0.12055556 0.12055556 0.15555556 0.16722222 0.16722222 0.16722222
 0.15166667 0.12444444]"
1713,43,36,"[0.595      0.595      0.55611111 0.27611111 0.15166667 0.12055556
 0.15555556 0.16722222 0.12833333 0.13611111 0.12055556 0.13611111
 0.11277778 0.11277778 0.14777778 0.12444444]"
1714,43,37,"[0.595      0.595      0.595      0.55611111 0.27611111 0.17537767
 0.15739021 0.12758863 0.13611111 0.15166667 0.16333333 0.15166667
 0.16722222 0.16722222 0.16638394 0.13940277 0.12055556 0.12833333
 0.15166667 0.15166667 0.14777778 0.21319533 0.2235951  0.16722222
 0.15166667 0.12444444]"
1715,43,38,"[0.595      0.595      0.595      0.595      0.595      0.57555555
 0.55611111 0.13611111 0.14388889 0.15166667 0.1575     0.16333333
 0.1575     0.15166667 0.14388889 0.13611111 0.12055556 0.12055556
 0.12055556 0.13805556 0.15555556 0.16138889 0.16722222 0.16722222
 0.15555556 0.14388889 0.13222222 0.12055556 0.12055556 0.12055556
 0.12444445 0.12833333 0.14       0.15166667 0.15166667 0.15166667
 0.15166667 0.14388889 0.13611111 0.12055556 0.12055556 0.12055556
 0.14       0.15944444 0.16333333 0.16722222 0.15166667 0.13611111
 0.14194445 0.14777778 0.15361111 0.15944444 0.16333333 0.16722222
 0.16722222 0.16722222 0.15944444 0.15166667 0.13805555 0.12444444]"
1716,44,0,"[0.595      0.595      0.595      0.15166667 0.13611111 0.16722222
 0.14388889 0.12055556 0.12833333 0.15166667 0.12055556 0.13611111
 0.13611111 0.14777778 0.16722222 0.16722222]"
1717,44,1,"[0.595      0.595      0.595      0.37916666 0.16333333 0.1575
 0.15166667 0.13611111 0.12833333 0.12055556 0.12055556 0.12055556
 0.13805556 0.15555556 0.16138889 0.16722222 0.16722222 0.16722222
 0.15555556 0.14388889 0.12055556 0.12055556 0.12055556 0.12444445
 0.12833333 0.14       0.15166667 0.15166667 0.15166667 0.15166667
 0.15166667 0.14388889 0.13611111 0.12055556 0.12055556 0.12055556
 0.14       0.15944444 0.16722222 0.14       0.11277778 0.12444445
 0.13611111 0.14194445 0.14777778 0.15361111 0.15944444 0.16333333
 0.16722222 0.16722222 0.16722222 0.15944444 0.15166667 0.12444444]"
1718,44,2,"[0.595      0.595      0.595      0.595      0.57555555 0.55611111
 0.41611111 0.27611111 0.21388889 0.15166667 0.14388889 0.13611111
 0.13184987 0.12758863 0.14388889 0.15166667 0.16333333 0.15166667
 0.14388889 0.13611111 0.12833333 0.12055556 0.12055556 0.13805556
 0.15555556 0.16138889 0.14388889 0.13222222 0.12055556 0.12833333
 0.14       0.15166667 0.15166667 0.15166667 0.15166667 0.14388889
 0.13611111 0.12833333 0.12055556 0.12055556 0.14       0.15944444
 0.16333333 0.16722222 0.16722222 0.15166667 0.13611111 0.12444445
 0.11277778 0.11277778 0.12444445 0.13611111 0.14194445 0.15361111
 0.15944444 0.16722222 0.16722222 0.15166667 0.13805555 0.12444444]"
1719,44,3,"[0.55145593 0.55145593 0.55145593 0.51541306 0.25590438 0.1405672
 0.12615005 0.11825127 0.12615005 0.1405672  0.15138006 0.1405672
 0.12615005 0.1117329  0.1117329  0.14417149 0.15498434 0.15498434
 0.13335862 0.1117329  0.1117329  0.11894147 0.1405672  0.1405672
 0.1405672  0.12615005 0.1117329  0.1117329  0.14777577 0.15498434
 0.15498434 0.12615005 0.10452433 0.10452433 0.12615005 0.13696291
 0.14777577 0.15498434 0.15498434 0.1405672  0.11533718]"
1720,44,4,"[0.62706673 0.13446485 0.14344664 0.15984054 0.17213596 0.15984054
 0.14344664 0.12705274 0.12705274 0.16393902 0.17623444 0.17623444
 0.15984054 0.15984054 0.14344664 0.12705274 0.12705274 0.16803749
 0.17623444 0.17623444 0.14344664 0.11885579 0.11885579 0.14344664
 0.15574207 0.16803749 0.17623444 0.17623444 0.15984054 0.13115121]"
1721,44,5,"[0.52408659 0.52408659 0.52408659 0.52408659 0.48983257 0.36651808
 0.24320358 0.1335907  0.1267399  0.11988909 0.11613571 0.11238234
 0.11613571 0.11988909 0.1335907  0.1387288  0.14386691 0.1335907
 0.1267399  0.11988909 0.10618748 0.10618748 0.10618748 0.1216018
 0.13701611 0.14215421 0.14729231 0.14729231 0.1370161  0.1267399
 0.11646369 0.10618748 0.10618748 0.10618748 0.10961288 0.11303828
 0.1335907  0.1335907  0.1335907  0.1335907  0.1267399  0.11988909
 0.11303829 0.10618748 0.10618748 0.1404415  0.14386691 0.14729231
 0.14729231 0.1335907  0.11988909 0.10961288 0.09933668 0.09933668
 0.11988909 0.12502719 0.1301653  0.1404415  0.14729231 0.14729231
 0.14729231 0.1335907  0.10961288]"
1722,44,6,"[0.595      0.595      0.595      0.55611111 0.27611111 0.15166667
 0.13611111 0.12758863 0.13611111 0.15166667 0.16333333 0.15166667
 0.13611111 0.12055556 0.12055556 0.15555556 0.16722222 0.16722222
 0.14403716 0.12078467 0.12078467 0.12846557 0.15166667 0.15166667
 0.15166667 0.13611111 0.12055556 0.12067979 0.15974746 0.11277778
 0.11277778 0.16739454 0.15166667 0.12444444]"
1723,44,7,"[0.595      0.595      0.595      0.55611111 0.27611111 0.15166667
 0.13611111 0.12758863 0.13611111 0.15166667 0.16333333 0.15166667
 0.13611111 0.12055556 0.12055556 0.15555556 0.16722222 0.16722222
 0.14420235 0.12123138 0.12123138 0.1286129  0.15166667 0.15166667
 0.15166667 0.13611111 0.11536395 0.11028123 0.14299354 0.15297073
 0.16002096 0.13611111 0.11277778 0.11277778 0.13611111 0.14777778
 0.15944444 0.16722222 0.16722222 0.15166667 0.12444444]"
1724,44,8,"[0.595      0.595      0.595      0.27611111 0.21388889 0.15166667
 0.13962765 0.12758863 0.13611111 0.15166667 0.16333333 0.13611111
 0.12055556 0.12055556 0.12055556 0.16722222 0.14388889 0.12055556
 0.12055556 0.12833333 0.12444445 0.12055556 0.15944444 0.16333333
 0.16722222 0.15166667 0.13611111 0.11277778 0.14777778 0.15166667
 0.12444444]"
1725,44,9,"[0.595      0.595      0.55611111 0.27611111 0.15166667 0.13611111
 0.12758863 0.13611111 0.15166667 0.16333333 0.15166667 0.13611111
 0.12055556 0.15555556 0.16722222 0.16722222 0.14388889 0.12055556
 0.12055556 0.15166667 0.14182121 0.12991834 0.13265115 0.17544183
 0.1802093  0.17423749 0.14174499 0.11909669 0.14373738 0.15397732
 0.16271082 0.16722222 0.15166667 0.12444444]"
1726,44,10,"[0.54200502 0.54200502 0.54200502 0.54200502 0.54200502 0.50657985
 0.37904926 0.25151867 0.19483841 0.13815814 0.13107311 0.12398807
 0.12010637 0.11622467 0.12010637 0.12398807 0.13107311 0.13815814
 0.14878569 0.14347192 0.13815814 0.13107311 0.12398807 0.11690304
 0.10981801 0.10981801 0.10981801 0.12575934 0.14170066 0.14701443
 0.15232821 0.15232821 0.15232821 0.14170066 0.13107311 0.12044556
 0.10981801 0.10981801 0.10981801 0.11336053 0.11690304 0.12753059
 0.13815814 0.13815814 0.13815814 0.13815814 0.13815814 0.13107311
 0.12398807 0.11690304 0.10981801 0.10981801 0.10981801 0.12753059
 0.14524317 0.14878569 0.15232821 0.15232821 0.15232821 0.13815814
 0.12398807 0.11336053 0.10273298 0.10273298 0.10273298 0.11336053
 0.12398807 0.12930185 0.13461563 0.1399294  0.14524317 0.14878569
 0.15232821 0.15232821 0.15232821 0.14524317 0.13815814 0.12575933
 0.11336052]"
1727,44,11,"[0.54465903 0.54465903 0.54465903 0.5090604  0.25275027 0.14690602
 0.13942868 0.13536453 0.14440642 0.15536339 0.15820648 0.13883466
 0.1245952  0.11035576 0.11035576 0.14239452 0.1530741  0.1530741
 0.13171493 0.11035576 0.11035576 0.11747547 0.13883466 0.13883466
 0.13883466 0.1245952  0.11035576 0.11035576 0.15443965 0.18125676
 0.19853528 0.16736771 0.13389589 0.12224293 0.13183873 0.13527479
 0.14595438 0.1530741  0.1530741  0.13883466 0.11391561]"
1728,44,12,"[0.595      0.595      0.595      0.595      0.595      0.55611111
 0.41611111 0.34611111 0.27611111 0.21388889 0.15166667 0.14388889
 0.13611111 0.12758863 0.13184987 0.13611111 0.14388889 0.15166667
 0.1575     0.16333333 0.1575     0.15458333 0.15166667 0.13611111
 0.13222222 0.12833333 0.12055556 0.12055556 0.12055556 0.12055556
 0.12930556 0.13805556 0.14680556 0.15555556 0.16138889 0.16722222
 0.16722222 0.15555556 0.14388889 0.13222222 0.12055556 0.12055556
 0.12055556 0.12055556 0.12444445 0.12833333 0.13416667 0.14
 0.14583334 0.15166667 0.15166667 0.15166667 0.15166667 0.14388889
 0.13611111 0.12833333 0.12055556 0.12055556 0.13027778 0.14
 0.15944444 0.16333333 0.16722222 0.16722222 0.15944444 0.15166667
 0.13611111 0.13027778 0.12444445 0.11277778 0.11277778 0.12444445
 0.13611111 0.14194445 0.14777778 0.15069445 0.15361111 0.15652777
 0.15944444 0.16333333 0.16722222 0.16722222 0.15166667 0.13805555
 0.12444444]"
1729,44,13,"[0.595      0.595      0.595      0.55611111 0.27611111 0.15166667
 0.13611111 0.12758863 0.13611111 0.15166667 0.16333333 0.15166667
 0.13611111 0.12055556 0.12055556 0.15555556 0.16722222 0.16722222
 0.14403716 0.12078467 0.12078467 0.12846557 0.15166667 0.15166667
 0.15166667 0.13611111 0.12055556 0.12067979 0.15974746 0.11277778
 0.11277778 0.16739454 0.15166667 0.12444444]"
1730,44,14,"[0.65097539 0.65097539 0.14891594 0.14891594 0.17869912 0.16593491
 0.17018965 0.18295386 0.15742542 0.13189698 0.13189698 0.14040645
 0.16593491 0.16593491 0.13189698 0.14891594 0.12338749 0.14891594
 0.16168016 0.17444438 0.18295386 0.16593491 0.13615171]"
1731,44,15,"[0.595      0.57555555 0.55611111 0.35388889 0.15166667 0.13962765
 0.12758863 0.13962765 0.15166667 0.15166667 0.15166667 0.14388889
 0.13611111 0.12055556 0.12055556 0.12055556 0.12055556 0.14388889
 0.16722222 0.16722222 0.16722222 0.11277778 0.11277778 0.11277778
 0.15166667]"
1732,44,16,"[0.6251887  0.6251887  0.6251887  0.6251887  0.60475769 0.58432669
 0.43722347 0.29012024 0.22474104 0.15936183 0.14301702 0.13853958
 0.13406213 0.13853958 0.14301702 0.15118942 0.15936183 0.16549113
 0.17162042 0.16549113 0.15936183 0.15118942 0.14301702 0.13484462
 0.12667222 0.12667222 0.12667222 0.14506013 0.16344803 0.16957733
 0.17570663 0.17570663 0.17570663 0.16344803 0.15118942 0.13893082
 0.12667222 0.12667222 0.12667222 0.13075842 0.13484462 0.14710322
 0.15936183 0.15936183 0.15936183 0.15936183 0.15936183 0.15118942
 0.14301702 0.13484462 0.12667222 0.12667222 0.12667222 0.14710322
 0.16753422 0.17162042 0.17570663 0.17570663 0.15936182 0.14301702
 0.13075842 0.11849982 0.11849982 0.11849982 0.13075842 0.14301702
 0.14914632 0.15527563 0.16140492 0.16753422 0.17162042 0.17570663
 0.17570663 0.17570663 0.16753423 0.15936183 0.14506012 0.13075842]"
1733,44,17,"[0.595      0.595      0.595      0.595      0.57555555 0.55611111
 0.27611111 0.21388889 0.15166667 0.14388889 0.13611111 0.12833333
 0.12055556 0.12055556 0.12055556 0.13805556 0.15555556 0.16138889
 0.16722222 0.16722222 0.14388889 0.13222222 0.12055556 0.12055556
 0.12444445 0.12833333 0.14777778 0.16722222 0.16722222 0.16722222
 0.16333333 0.15944444 0.16722222 0.16722222 0.16722222 0.15944444
 0.15166667 0.12444444]"
1734,44,18,"[0.595      0.595      0.595      0.595      0.57555555 0.55611111
 0.41611111 0.34611111 0.27611111 0.21388889 0.18277778 0.15166667
 0.14777778 0.14388889 0.14       0.13611111 0.13184987 0.12758863
 0.12971925 0.13184987 0.13398049 0.13611111 0.14388889 0.15166667
 0.1575     0.16333333 0.1575     0.15458333 0.15166667 0.14777778
 0.14388889 0.13611111 0.12055556 0.12055556 0.12055556 0.12055556
 0.12055556 0.12930556 0.13805556 0.14680556 0.15555556 0.16138889
 0.16430555 0.16722222 0.16722222 0.16722222 0.16722222 0.14388889
 0.12055556 0.12055556 0.1225     0.12444445 0.12833333 0.14
 0.15166667 0.15166667 0.15166667 0.15166667 0.13611111 0.12833333
 0.12444445 0.12055556 0.12055556 0.12055556 0.12055556 0.12055556
 0.14       0.15944444 0.16722222 0.16722222 0.16722222 0.16722222
 0.16722222 0.13611111 0.12444445 0.11277778 0.11277778 0.12444445
 0.13611111 0.13902778 0.14194445 0.14486111 0.14777778 0.15361111
 0.15944444 0.16722222 0.16722222 0.16722222 0.15166667 0.14486111
 0.13805555 0.12444444]"
1735,44,19,"[0.595      0.55611111 0.15166667 0.13184987 0.13611111 0.15166667
 0.1575     0.15166667 0.12055556 0.15555556 0.16722222 0.12833333
 0.15166667 0.15166667 0.15166667 0.15166667 0.14388889 0.13611111
 0.12833333 0.12055556 0.16722222 0.15166667 0.13611111 0.13611111
 0.14777778 0.15361111 0.15944444 0.16722222 0.15166667 0.12444444]"
1736,44,20,"[0.57943763 0.57943763 0.57943763 0.54156589 0.26888936 0.14769979
 0.13255109 0.12425152 0.13255109 0.14769979 0.15906131 0.14769979
 0.13255109 0.1174024  0.1174024  0.15148697 0.16284848 0.16284848
 0.14012544 0.11975932 0.12222895 0.13183884 0.15580955 0.1537719
 0.15066494 0.13255109 0.1174024  0.1174024  0.15527413 0.16284848
 0.16284848 0.13255109 0.10982805 0.10982805 0.13255109 0.14391262
 0.15527413 0.16284848 0.16284848 0.14769979 0.12118957]"
1737,44,21,"[0.595      0.595      0.595      0.55611111 0.27611111 0.13611111
 0.15166667 0.15166667 0.12055556 0.14388889 0.16722222 0.16722222
 0.14388889 0.12055556 0.15166667 0.15166667 0.13611112 0.12055556
 0.12055556 0.15944444 0.16722222 0.13611111 0.12444445 0.11277778
 0.11277778 0.13611111 0.15944444 0.16333333 0.16722222 0.15166667]"
1738,44,22,"[0.595      0.595      0.595      0.55611111 0.27611111 0.15166667
 0.13306606 0.12193973 0.1252357  0.13290356 0.1391459  0.12948735
 0.11595492 0.10564129 0.11092305 0.14453689 0.1541775  0.15451213
 0.12925751 0.10722444 0.10829684 0.11857908 0.14303536 0.1474518
 0.14827362 0.13008488 0.11409376 0.11521804 0.15587738 0.16722222
 0.16722222 0.13611111 0.11277778 0.11277778 0.13611111 0.14777778
 0.15944444 0.16722222 0.16722222 0.15166667 0.12444444]"
1739,44,23,"[0.595      0.595      0.595      0.595      0.595      0.595
 0.595      0.595      0.595      0.58527778 0.57555555 0.56583333
 0.55611111 0.48611111 0.41611111 0.34611111 0.27611111 0.245
 0.21388889 0.18277778 0.15166667 0.14777778 0.14388889 0.14
 0.13611111 0.13184987 0.12758863 0.12971925 0.13184987 0.13611111
 0.14       0.14388889 0.14777778 0.15166667 0.15458333 0.1575
 0.16041667 0.16333333 0.16041667 0.1575     0.15458333 0.15166667
 0.14777778 0.14388889 0.14       0.13611111 0.13222222 0.12833333
 0.12055556 0.12055556 0.12055556 0.12055556 0.12055556 0.12930556
 0.13805556 0.14680556 0.15555556 0.15847223 0.16138889 0.16430555
 0.16722222 0.16722222 0.16722222 0.16138889 0.15555556 0.14972222
 0.14388889 0.13805556 0.13222222 0.12638889 0.12055556 0.12055556
 0.12055556 0.12055556 0.12055556 0.1225     0.12444445 0.12638889
 0.12833333 0.13416667 0.14       0.14583334 0.15166667 0.15166667
 0.15166667 0.15166667 0.15166667 0.15166667 0.15166667 0.15166667
 0.15166667 0.14777778 0.14388889 0.14       0.13611111 0.13222222
 0.12833333 0.12055556 0.12055556 0.12055556 0.12055556 0.12055556
 0.13027778 0.14       0.14972222 0.15944444 0.16138888 0.16333333
 0.16527778 0.16722222 0.16722222 0.16722222 0.16722222 0.16722222
 0.15944444 0.15166667 0.13611111 0.13027778 0.12444445 0.11861111
 0.11277778 0.11277778 0.11277778 0.11277778 0.11861111 0.12444445
 0.13027778 0.13611111 0.13902778 0.14194445 0.14486111 0.14777778
 0.15069445 0.15361111 0.15944444 0.16333333 0.16722222 0.16722222
 0.16722222 0.16722222 0.16722222 0.16333333 0.15944444 0.15555556
 0.15166667 0.14486111 0.13805555 0.12444444]"
1740,44,24,"[0.53886568 0.12326993 0.14792391 0.13735792 0.12326993 0.10918194
 0.10918194 0.14087992 0.15144591 0.15144591 0.13031392 0.10918194
 0.10918194 0.11622593 0.13735792 0.13735792 0.12326993 0.14440191
 0.15144591 0.12326993 0.13383592 0.15144591 0.13735792]"
1741,44,25,"[0.57943763 0.57943763 0.57943763 0.54156589 0.26888936 0.14769979
 0.13255109 0.12425152 0.13255109 0.14769979 0.15906131 0.14769979
 0.13255109 0.1174024  0.1174024  0.15148697 0.16284848 0.16284848
 0.14012544 0.11975932 0.12222895 0.13183884 0.15580955 0.1537719
 0.15066494 0.13255109 0.1174024  0.1174024  0.15527413 0.16284848
 0.16284848 0.13255109 0.10982805 0.10982805 0.13255109 0.14391262
 0.15527413 0.16284848 0.16284848 0.14769979 0.12118957]"
1742,44,26,"[0.61788009 0.61788009 0.61788009 0.57749577 0.28672867 0.15749885
 0.14134512 0.13249492 0.14134512 0.15749885 0.16961414 0.15749885
 0.14134512 0.1251914  0.1251914  0.16153728 0.17365257 0.17365257
 0.14942198 0.1251914  0.1251914  0.13326825 0.15749885 0.15749885
 0.15749885 0.14134512 0.1251914  0.1251914  0.16557571 0.17365257
 0.17365257 0.14134512 0.11711453 0.11711453 0.14134512 0.15346042
 0.16557571 0.17365257 0.17365257 0.15749885 0.12922982]"
1743,44,27,"[0.42565087 0.45537311 0.51481759 0.51906363 0.49358742 0.48084932
 0.45537311 0.42565087 0.442635   0.50207949 0.51906363 0.60823037
 0.57001605 0.55303191 0.50632553 0.47660329 0.48509535 0.53604778
 0.62096848 0.65493675 0.70164315 0.7568416  0.77382574 0.7695797
 0.68890504 0.5997383  0.3577143 ]"
1744,44,28,"[0.38164975 0.39497462 0.40829949 0.43494923 0.46159898 0.46339856
 0.46519814 0.47481988 0.48444162 0.48063451 0.47682741 0.46540609
 0.45398477 0.44827411 0.44256345 0.43685279 0.43114213 0.42543147
 0.41972081 0.40829949 0.39497462 0.38164975 0.39687817 0.45017766
 0.45779187 0.46540609 0.49015228 0.51489848 0.52251269 0.5301269
 0.54535533 0.54916244 0.54725888 0.54535533 0.51109137 0.50347715
 0.49586294 0.4853934  0.47492386 0.45398477 0.4406599  0.42733503
 0.43114213 0.43494924 0.45779188 0.48063452 0.55677665 0.57200507
 0.5872335  0.62911168 0.65385787 0.67860406 0.68621827 0.69383249
 0.69002538 0.61769036 0.53774112 0.42923858 0.32073604]"
